Judul,Date,Link
[SALAH] Akun Facebook Bupati Probolinggo Puput Tantriana Sari,"Januari 5, 2021",https://turnbackhoax.id/2021/01/05/salah-akun-facebook-bupati-probolinggo-puput-tantriana-sari/
[SALAH] Tulisan dr. Siti Fadillah terkait Pengobatan Covid-19,"Januari 5, 2021",https://turnbackhoax.id/2021/01/05/salah-tulisan-dr-siti-fadillah-terkait-pengobatan-covid-19/
[SALAH] Artikel CNN “Seorang Dokter Merekomendasikan Vaksin Covid19 Disuntikkan di Alat Kelamin Pria,"Januari 5, 2021",https://turnbackhoax.id/2021/01/05/salah-artikel-cnn-seorang-dokter-merekomendasikan-vaksin-covid19-disuntikkan-di-alat-kelamin-pria/
"[SALAH] Video “POLISI CABANG TIONGKOK, Polisi China Pinda Ke Indonesia”","Januari 5, 2021",https://turnbackhoax.id/2021/01/05/salah-video-polisi-cabang-tiongkok-polisi-china-pinda-ke-indonesia/
[SALAH] Resep Campuran Teh Hijau dan Lemon Untuk Atasi Covid-19,"Januari 5, 2021",https://turnbackhoax.id/2021/01/05/salah-resep-campuran-teh-hijau-dan-lemon-untuk-atasi-covid-19/
[SALAH] Jokowi Mendapat Gelar AMIRUL KAZZAB,"Januari 5, 2021",https://turnbackhoax.id/2021/01/05/salah-jokowi-mendapat-gelar-amirul-kazzab/
[SALAH] “Sultan Hassanal Bolkiah akan beli Singapura dan usir etnis China karena menolak Presiden Halimah”,"Januari 5, 2021",https://turnbackhoax.id/2021/01/05/salah-sultan-hassanal-bolkiah-akan-beli-singapura-dan-usir-etnis-china-karena-menolak-presiden-halimah/
"[SALAH] “Zat BPA yang terkandung di Galon Isi Ulang, Ternyata Berbahaya bagi Bayi, Balita & Ibu Hamil!”","Januari 4, 2021",https://turnbackhoax.id/2021/01/04/salah-zat-bpa-yang-terkandung-di-galon-isi-ulang-ternyata-berbahaya-bagi-bayi-balita-ibu-hamil/
[SALAH] Halte Palu Arit di Cileungsi,"Januari 4, 2021",https://turnbackhoax.id/2021/01/04/salah-halte-palu-arit-di-cileungsi/
[SALAH] Video Kemunculan Harimau di Hutan Kabupaten Blora,"Januari 4, 2021",https://turnbackhoax.id/2021/01/04/salah-video-kemunculan-harimau-di-hutan-kabupaten-blora/
[SALAH] “Titik Api diam terlihat di Gunung Merapi”,"Januari 4, 2021",https://turnbackhoax.id/2021/01/04/salah-titik-api-diam-terlihat-di-gunung-merapi/
[SALAH] “Hendra kurniawan Anak kandung jie ping (presiden china)”,"Januari 3, 2021",https://turnbackhoax.id/2021/01/03/salah-hendra-kurniawan-anak-kandung-jie-ping-presiden-china/
[SALAH] Pesan Berantai Tautan Kuota Belajar 75GB Berlaku Sampai 10 Januari 2021,"Januari 3, 2021",https://turnbackhoax.id/2021/01/03/salah-pesan-berantai-tautan-kuota-belajar-75gb-berlaku-sampai-10-januari-2021/
[SALAH] Sambal Bawang Bisa Cegah Covid19,"Januari 3, 2021",https://turnbackhoax.id/2021/01/03/salah-sambal-bawang-bisa-cegah-covid19/
[SALAH] Surat Edaran Kompensasi Zona Merah oleh Bupati Temanggung,"Januari 3, 2021",https://turnbackhoax.id/2021/01/03/salah-surat-edaran-kompensasi-zona-merah-oleh-bupati-temanggung/
[SALAH] Foto Masuknya Seekor Buaya ke Rumah Warga Saat Banjir di Tanjung Pinang,"Januari 3, 2021",https://turnbackhoax.id/2021/01/03/salah-foto-masuknya-seekor-buaya-ke-rumah-warga-saat-banjir-di-tanjung-pinang/
[SALAH] Video Ribuan Jamaah Tanpa Masker Sambut Kedatangan Ustadz Abdul Somad di Tengah Pandemi Covid-19,"Januari 2, 2021",https://turnbackhoax.id/2021/01/02/salah-video-ribuan-jamaah-tanpa-masker-sambut-kedatangan-ustadz-abdul-somad-di-tengah-pandemi-covid-19/
[SALAH] “Bill Gates mengatakan dia tidak akan divaksinasi dan CEO Pfizer juga menunda menerima vaksin covid-19”,"Januari 2, 2021",https://turnbackhoax.id/2021/01/02/salah-bill-gates-mengatakan-dia-tidak-akan-divaksinasi-dan-ceo-pfizer-juga-menunda-menerima-vaksin-covid-19/
[SALAH] Minum Teh Dengan Batang Lada Dapat Sembuhkan Covid-19,"Januari 2, 2021",https://turnbackhoax.id/2021/01/02/salah-minum-teh-dengan-batang-lada-dapat-sembuhkan-covid-19/
[SALAH] Link Survei Pendirian Bank Syariah Muhammadiyah,"Januari 2, 2021",https://turnbackhoax.id/2021/01/02/salah-link-survei-pendirian-bank-syariah-muhammadiyah/
[SALAH] Akun Whatsapp Cawabup Tanjabbar Hairan Meminta Sejumlah Uang,"Januari 2, 2021",https://turnbackhoax.id/2021/01/02/salah-akun-whatsapp-cawabup-tanjabbar-hairan-meminta-sejumlah-uang/
[SALAH] “Ambyaar Pemilik 201kg Sabu Dipetamburan Ternyata Anggota FPI”,"Januari 2, 2021",https://turnbackhoax.id/2021/01/02/salah-ambyaar-pemilik-201kg-sabu-dipetamburan-ternyata-anggota-fpi/
"[SALAH] Kewenangan Memberikan Label Halal Tidak Melalui MUI Lagi, Tapi oleh PT. Surveyor Indonesia","Januari 1, 2021",https://turnbackhoax.id/2021/01/01/salah-kewenangan-memberikan-label-halal-tidak-melalui-mui-lagi-tapi-oleh-pt-surveyor-indonesia/
[SALAH] Soimah Adakan Giveaway Tahun Baru di Facebook,"Januari 1, 2021",https://turnbackhoax.id/2021/01/01/salah-soimah-adakan-giveaway-tahun-baru-di-facebook/
[SALAH] Whatsapp Kasir Indomaret Salah Input Voucher Games,"Januari 1, 2021",https://turnbackhoax.id/2021/01/01/salah-whatsapp-kasir-indomaret-salah-input-voucher-games/
[SALAH] Foto Seorang Wanita Asal Amerika Mengundang HRS Untuk Berdiskusi,"Januari 1, 2021",https://turnbackhoax.id/2021/01/01/salah-foto-seorang-wanita-asal-amerika-mengundang-hrs-untuk-berdiskusi/
"[SALAH] Judul Artikel “Wagub DKI Bolehkan Warga Jual Terompet untuk Malam Tahun Baru, asalkan Tidak Ditiup”","Januari 1, 2021",https://turnbackhoax.id/2021/01/01/salah-judul-artikel-wagub-dki-bolehkan-warga-jual-terompet-untuk-malam-tahun-baru-asalkan-tidak-ditiup/
[SALAH] Ustad Adi dan Somad Kaget 3 Pangeran Uni Emirat Arab Rayakan Natal Dengan Paus,"Januari 1, 2021",https://turnbackhoax.id/2021/01/01/salah-ustad-adi-dan-somad-kaget-3-pangeran-uni-emirat-arab-rayakan-natal-dengan-paus/
"[SALAH] Video Siaran Langsung “Kapal Tenggelam, 1 Januari 2021”","Januari 1, 2021",https://turnbackhoax.id/2021/01/01/salah-video-siaran-langsung-kapal-tenggelam-1-januari-2021/
[SALAH] “kesimpulan Rob Oswald: COVID 19 adalah khayalan dan fiktif”,"Januari 1, 2021",https://turnbackhoax.id/2021/01/01/salah-kesimpulan-rob-oswald-covid-19-adalah-khayalan-dan-fiktif/
[SALAH] “mulai tanggal 31-12-2020 pukul 06.00 sore sampai dengan tanggal 01-01-2021 akan dilakukan mati lampu total”,"Januari 1, 2021",https://turnbackhoax.id/2021/01/01/salah-mulai-tanggal-31-12-2020-pukul-06-00-sore-sampai-dengan-tanggal-01-01-2021-akan-dilakukan-mati-lampu-total/
[SALAH] “WHO menyatakan bahwa vaksin Sinovac adalah vaksin yang paling lemah”,"Januari 1, 2021",https://turnbackhoax.id/2021/01/01/salah-who-menyatakan-bahwa-vaksin-sinovac-adalah-vaksin-yang-paling-lemah/
[SALAH] Istora Senayan Dijadikan Tempat Penampungan Pasien Covid-19,"Januari 1, 2021",https://turnbackhoax.id/2021/01/01/salah-istora-senayan-dijadikan-tempat-penampungan-pasien-covid-19/
[SALAH] “Wanita Ini B3rhubungan Dengan Seekor Babi Hingga Menghasilkan Anak”,"Januari 1, 2021",https://turnbackhoax.id/2021/01/01/salah-wanita-ini-b3rhubungan-dengan-seekor-babi-hingga-menghasilkan-anak/
[SALAH] Foto Donald Trump Menggendut,"Desember 31, 2020",https://turnbackhoax.id/2020/12/31/salah-foto-donald-trump-menggendut/
[SALAH] Pesan Whatsapp Razia STNK di Seluruh Wilayah Indonesia,"Desember 31, 2020",https://turnbackhoax.id/2020/12/31/salah-pesan-whatsapp-razia-stnk-di-seluruh-wilayah-indonesia/
[SALAH] Link 3000 KFC Snack Bucket Gratis,"Desember 30, 2020",https://turnbackhoax.id/2020/12/30/salah-link-3000-kfc-snack-bucket-gratis/
[SALAH] Ledakan di Nashville Disebabkan oleh Serangan Misil,"Desember 30, 2020",https://turnbackhoax.id/2020/12/30/salah-ledakan-di-nashville-disebabkan-oleh-serangan-misil/
[SALAH] Salju Di Mesir Cuaca Tidak Normal,"Desember 30, 2020",https://turnbackhoax.id/2020/12/30/salah-salju-di-mesir-cuaca-tidak-normal/
[SALAH] Video Keadaan RS Covid Wisma Atlet,"Desember 30, 2020",https://turnbackhoax.id/2020/12/30/salah-video-keadaan-rs-covid-wisma-atlet/
[SALAH] “peristiwa bom bunuh diri di Nashville Amerika tak ada satupun media yang memberitakan”,"Desember 29, 2020",https://turnbackhoax.id/2020/12/29/salah-peristiwa-bom-bunuh-diri-di-nashville-amerika-tak-ada-satupun-media-yang-memberitakan/
[SALAH] Artikel “Gawat! Mensos Risma Akan Hapus Semua BLT Untuk Kedepannya”,"Desember 29, 2020",https://turnbackhoax.id/2020/12/29/salah-artikel-gawat-mensos-risma-akan-hapus-semua-blt-untuk-kedepannya/
[SALAH] “Haikal Hassan Dijemput Allah Petinggi FPI Berkurang Lagi”,"Desember 29, 2020",https://turnbackhoax.id/2020/12/29/salah-haikal-hassan-dijemput-allah-petinggi-fpi-berkurang-lagi/
[SALAH] Pemerintah Kanada Beri $2.000 Kepada Seluruh Warga Kanada,"Desember 29, 2020",https://turnbackhoax.id/2020/12/29/salah-pemerintah-kanada-beri-2-000-kepada-seluruh-warga-kanada/
[SALAH] Eks Gubernur Jabar Beri Izin Penggunaan Lahan PTPN VII untuk Markas FPI,"Desember 29, 2020",https://turnbackhoax.id/2020/12/29/salah-eks-gubernur-jabar-beri-izin-penggunaan-lahan-ptpn-vii-untuk-markas-fpi/
[SALAH] Akun Facebook Gubernur Sumatera Barat Irwan Prayitno,"Desember 29, 2020",https://turnbackhoax.id/2020/12/29/salah-akun-facebook-gubernur-sumatera-barat-irwan-prayitno/
[SALAH] Video Penemuan Naga di Tibet,"Desember 29, 2020",https://turnbackhoax.id/2020/12/29/salah-video-penemuan-naga-di-tibet/
[SALAH] “GELOMBANG KE-3 Kuota Internet Free dari Operator!”,"Desember 29, 2020",https://turnbackhoax.id/2020/12/29/salah-gelombang-ke-3-kuota-internet-free-dari-operator/
[SALAH]: Link Untuk Mengecek Daftar KK Penerima Bansos Rp300 Ribu DKI Jakarta Per Januari 2021,"Desember 28, 2020",https://turnbackhoax.id/2020/12/28/salah-link-untuk-mengecek-daftar-kk-penerima-bansos-rp300-ribu-dki-jakarta-per-januari-2021/
[SALAH] Video “Wahai aparat polisi lihatlah anak ini yang merindukan kasih sayang bapaknya. 6 Syuhada yang di makamkan di Mega Mendung”,"Desember 28, 2020",https://turnbackhoax.id/2020/12/28/salah-video-wahai-aparat-polisi-lihatlah-anak-ini-yang-merindukan-kasih-sayang-bapaknya-6-syuhada-yang-di-makamkan-di-mega-mendung/
[SALAH] Foto Pangdam Jaya Dudung bersama Bandar China,"Desember 28, 2020",https://turnbackhoax.id/2020/12/28/salah-foto-pangdam-jaya-dudung-bersama-bandar-china/
[SALAH] Kata ‘Avatar’ dalam Bahasa Yunani Berarti ‘Aku Yahudi’,"Desember 28, 2020",https://turnbackhoax.id/2020/12/28/salah-kata-avatar-dalam-bahasa-yunani-berarti-aku-yahudi/
[SALAH] Tiga Wanita Bintang Iklan Jamu Covid-19,"Desember 28, 2020",https://turnbackhoax.id/2020/12/28/salah-tiga-wanita-bintang-iklan-jamu-covid-19/
[SALAH] Tunggakan BPJS Kesehatan Lunas Hanya Dengan Bayar 6 Bulan,"Desember 28, 2020",https://turnbackhoax.id/2020/12/28/salah-tunggakan-bpjs-kesehatan-lunas-hanya-dengan-bayar-6-bulan/
[SALAH] Robby Purba Meninggal Dunia,"Desember 28, 2020",https://turnbackhoax.id/2020/12/28/salah-robby-purba-meninggal-dunia/
[SALAH] Larangan Mengikuti Natal di Kabupaten Landak Kalimantan Barat,"Desember 28, 2020",https://turnbackhoax.id/2020/12/28/salah-larangan-mengikuti-natal-di-kabupaten-landak-kalimantan-barat/
[SALAH] 6 Ormas Ini Resmi Dibubarkan Pemerintah,"Desember 28, 2020",https://turnbackhoax.id/2020/12/28/salah-6-ormas-ini-resmi-dibubarkan-pemerintah-2/
[SALAH] GEJALA DEMENSIA TIDAK BISA MELIHAT LINGKARAN PADA GAMBAR,"Desember 28, 2020",https://turnbackhoax.id/2020/12/28/salah-gejala-demensia-tidak-bisa-melihat-lingkaran-pada-gambar/
[SALAH] Viral Bocah Papua ini Lantunkan Alquran dengan Sangat Merdu,"Desember 28, 2020",https://turnbackhoax.id/2020/12/28/salah-viral-bocah-papua-ini-lantunkan-alquran-dengan-sangat-merdu/
[SALAH] Wawancara Mengenai Rahasia Sukses Bill Gates,"Desember 28, 2020",https://turnbackhoax.id/2020/12/28/salah-wawancara-mengenai-rahasia-sukses-bill-gates/
[SALAH] Kasus Penembakan yang Menewaskan 6 Orang Anggota FPI Dibawa ke Mahkamah Internasional,"Desember 28, 2020",https://turnbackhoax.id/2020/12/28/salah-kasus-penembakan-yang-menewaskan-6-orang-anggota-fpi-dibawa-ke-mahkamah-internasional/
[SALAH] Bupati Bojonegoro Dr. Hj. Anna Muawanah terpapar Covid-19,"Desember 28, 2020",https://turnbackhoax.id/2020/12/28/salah-bupati-bojonegoro-dr-hj-anna-muawanah-terpapar-covid-19/
[SALAH] Gubernur Riau dikabarkan dilarikan ke ICU RSUD Arifin Ahmad,"Desember 28, 2020",https://turnbackhoax.id/2020/12/28/salah-gubernur-riau-dikabarkan-dilarikan-ke-icu-rsud-arifin-ahmad/
[SALAH] Wakil Bupati Banggai Berniat Menyumbang Dana Pada Pondok Pesantren untuk Renovasi,"Desember 28, 2020",https://turnbackhoax.id/2020/12/28/salah-wakil-bupati-banggai-berniat-menyumbang-dana-pada-pondok-pesantren-untuk-renovasi/
[SALAH] “Komnas HAM dan IPW Beberkan Bukti Baru Ada Rumah Tempat Exekusi Laskar”,"Desember 28, 2020",https://turnbackhoax.id/2020/12/28/salah-komnas-ham-dan-ipw-beberkan-bukti-baru-ada-rumah-tempat-exekusi-laskar/
[SALAH] Foto Tentara Inggris dan Jerman Bermain Sepak Bola saat Gencatan Senjata Natal 1914,"Desember 27, 2020",https://turnbackhoax.id/2020/12/27/salah-foto-tentara-inggris-dan-jerman-bermain-sepak-bola-saat-gencatan-senjata-natal-1914/
[SALAH] “Mantan PM Jepang Minta Maaf Karena Pakai Uang Jokowi untuk Pesta Makan Malam”,"Desember 27, 2020",https://turnbackhoax.id/2020/12/27/salah-mantan-pm-jepang-minta-maaf-karena-pakai-uang-jokowi-untuk-pesta-makan-malam/
[SALAH] “Jokowi hari ini tolak di suntik vaksin Covid-19 duluan”,"Desember 26, 2020",https://turnbackhoax.id/2020/12/26/salah-jokowi-hari-ini-tolak-di-suntik-vaksin-covid-19-duluan/
[SALAH] Akun Facebook Bupati Ciamis Herdiat Sunarya Meminta Sejumlah Dana,"Desember 26, 2020",https://turnbackhoax.id/2020/12/26/salah-akun-facebook-bupati-ciamis-herdiat-sunarya-meminta-sejumlah-dana/
[SALAH] Situs Informasi Pengecekan Dana Bantuan oleh BPJS,"Desember 26, 2020",https://turnbackhoax.id/2020/12/26/salah-situs-informasi-pengecekan-dana-bantuan-oleh-bpjs/
[SALAH] Video “Di Malaysia HRS mendapat penghargaan”,"Desember 26, 2020",https://turnbackhoax.id/2020/12/26/salah-video-di-malaysia-hrs-mendapat-penghargaan/
[SALAH] Corona Varian Baru Tidak Terdeteksi PCR,"Desember 26, 2020",https://turnbackhoax.id/2020/12/26/salah-corona-varian-baru-tidak-terdeteksi-pcr/
[SALAH] Rekrutmen Kerja Staf Lab Vaksin oleh RSU Mulia Hati,"Desember 26, 2020",https://turnbackhoax.id/2020/12/26/salah-rekrutmen-kerja-staf-lab-vaksin-oleh-rsu-mulia-hati/
[SALAH] “Komisioner Komnas HAM Beka Ulung Hapsara menyatakan penembakan 6 laskar FPI tidak melanggar HAM”,"Desember 26, 2020",https://turnbackhoax.id/2020/12/26/salah-komisioner-komnas-ham-beka-ulung-hapsara-menyatakan-penembakan-6-laskar-fpi-tidak-melanggar-ham/
"[SALAH] “Belajar Tatap Muka RESMI Januari 2021, Anak Wajib Swab Test Sebelum Sekolah”","Desember 25, 2020",https://turnbackhoax.id/2020/12/25/salah-belajar-tatap-muka-resmi-januari-2021-anak-wajib-swab-test-sebelum-sekolah/
[SALAH] Orang yang Shalat Aman dari Corona,"Desember 25, 2020",https://turnbackhoax.id/2020/12/25/salah-orang-yang-shalat-aman-dari-corona/
[SALAH] “Rumah Sakit Di Lockdown Karena Pasien Vaksin Covid Pertama Mulai Makan Pasien Lain”,"Desember 25, 2020",https://turnbackhoax.id/2020/12/25/salah-rumah-sakit-di-lockdown-karena-pasien-vaksin-covid-pertama-mulai-makan-pasien-lain/
[SALAH] Anggota FPI Mengamuk di Kantor BPR Adipura Santosa Solo,"Desember 25, 2020",https://turnbackhoax.id/2020/12/25/salah-anggota-fpi-mengamuk-di-kantor-bpr-adipura-santosa-solo/
[SALAH] “GELOMBANG KE-2 Kuota Internet Free dari Operator sebesar 50 GB”,"Desember 24, 2020",https://turnbackhoax.id/2020/12/24/salah-gelombang-ke-2-kuota-internet-free-dari-operator-sebesar-50-gb/
[SALAH] Purworejo Lockdown Mulai Tanggal 24 Desember 2020,"Desember 24, 2020",https://turnbackhoax.id/2020/12/24/salah-purworejo-lockdown-mulai-tanggal-24-desember-2020/
[SALAH] Uang Tutup Mulut Rp100 Juta Untuk Keluarga Korban Anggota FPI yang Tewas,"Desember 24, 2020",https://turnbackhoax.id/2020/12/24/salah-uang-tutup-mulut-rp100-juta-untuk-keluarga-korban-anggota-fpi-yang-tewas/
[SALAH] Vaksin Covid-19 Buatan Pfizer Berbentuk Vape,"Desember 24, 2020",https://turnbackhoax.id/2020/12/24/salah-vaksin-covid-19-buatan-pfizer-berbentuk-vape/
"[SALAH] “Fadli Zon :  Kalau Habib Rizieq Dipenjara , Saya Mundur dari DPR Saja!”","Desember 24, 2020",https://turnbackhoax.id/2020/12/24/salah-fadli-zon-kalau-habib-rizieq-dipenjara-saya-mundur-dari-dpr-saja/
[SALAH] “Negara Cina Buat Kantor Polisi di Indonesia”,"Desember 24, 2020",https://turnbackhoax.id/2020/12/24/salah-negara-cina-buat-kantor-polisi-di-indonesia/
[SALAH] Foto Longsor di Kapung Grobogan Jawa Tengah,"Desember 24, 2020",https://turnbackhoax.id/2020/12/24/salah-foto-longsor-di-kapung-grobogan-jawa-tengah/
[SALAH] Akun Facebook Wakil Bupati terpilih Lampung Tengah Ardito Wijaya,"Desember 23, 2020",https://turnbackhoax.id/2020/12/23/salah-akun-facebook-wakil-bupati-terpilih-lampung-tengah-ardito-wijaya/
[SALAH] “Landasan pacu Bandara Dubai dihiasi dengan Pohon Natal”,"Desember 23, 2020",https://turnbackhoax.id/2020/12/23/salah-landasan-pacu-bandara-dubai-dihiasi-dengan-pohon-natal/
[SALAH] “Syarat Vaksin Gratis Jokowi: BPJS Kesehatan Anda Harus Aktif”,"Desember 23, 2020",https://turnbackhoax.id/2020/12/23/salah-syarat-vaksin-gratis-jokowi-bpjs-kesehatan-anda-harus-aktif/
"[SALAH] Foto Demonstrasi di Paris, Prancis","Desember 23, 2020",https://turnbackhoax.id/2020/12/23/salah-foto-demonstrasi-di-paris-prancis/
[SALAH] Relawan Alami Gangguan Saraf Setelah Disuntik Vaksin Sinovac,"Desember 23, 2020",https://turnbackhoax.id/2020/12/23/salah-relawan-alami-gangguan-saraf-setelah-disuntik-vaksin-sinovac/
"[SALAH] Tak Hanya Jerman, Turki pun akan Datangi Markas FPI","Desember 23, 2020",https://turnbackhoax.id/2020/12/23/salah-tak-hanya-jerman-turki-pun-akan-datangi-markas-fpi/
[SALAH] “untuk pertama kalinya pohon Natal di pasang di halaman Istana Negara Indonesia”,"Desember 22, 2020",https://turnbackhoax.id/2020/12/22/salah-untuk-pertama-kalinya-pohon-natal-di-pasang-di-halaman-istana-negara-indonesia/
"[SALAH] Tak dapat Bansos, Keluarga Ilma Kerap Makan Tepung Goreng","Desember 22, 2020",https://turnbackhoax.id/2020/12/22/salah-tak-dapat-bansos-keluarga-ilma-kerap-makan-tepung-goreng/
[SALAH] Video Kehidupan Keras Penduduk Asli Hutan Amazon,"Desember 22, 2020",https://turnbackhoax.id/2020/12/22/salah-video-kehidupan-keras-penduduk-asli-hutan-amazon/
[SALAH] Akun WhatsApp Wakil Walikota Malang Meminta Transfer Sejumlah Dana,"Desember 22, 2020",https://turnbackhoax.id/2020/12/22/salah-akun-whatsapp-wakil-walikota-malang-meminta-transfer-sejumlah-dana/
[SALAH] “Paus Fransiskus Mengatakan Vaksin Covid Sekarang Akan Diperlukan Untuk Masuk Surga”,"Desember 22, 2020",https://turnbackhoax.id/2020/12/22/salah-paus-fransiskus-mengatakan-vaksin-covid-sekarang-akan-diperlukan-untuk-masuk-surga/
[SALAH] Video Jarum Suntik Menghilang Saat Proses Vaksinasi Covid-19,"Desember 21, 2020",https://turnbackhoax.id/2020/12/21/salah-video-jarum-suntik-menghilang-saat-proses-vaksinasi-covid-19/
"[SALAH] “Penemuan hewan baru bermata 4 di South Sudan, menjadi salah satu keindahan di Afrika”","Desember 21, 2020",https://turnbackhoax.id/2020/12/21/salah-penemuan-hewan-baru-bermata-4-di-south-sudan-menjadi-salah-satu-keindahan-di-afrika/
[SALAH] Video Vladimir Putin Tertawa dan Menyebut Trump “Pecundang”,"Desember 21, 2020",https://turnbackhoax.id/2020/12/21/salah-video-vladimir-putin-tertawa-dan-menyebut-trump-pecundang/
[SALAH] “JERMAN BANTU BEBASKAN HRS”,"Desember 21, 2020",https://turnbackhoax.id/2020/12/21/salah-jerman-bantu-bebaskan-hrs/
[SALAH] Jokowi Akan Menggunakan Vaksin Pfizer dan Vaksin Sinovac Untuk Masyarakat,"Desember 21, 2020",https://turnbackhoax.id/2020/12/21/salah-jokowi-akan-menggunakan-vaksin-pfizer-dan-vaksin-sinovac-untuk-masyarakat/
[SALAH] Pemimpin KPK Baru Diminta Memulai Penyidikan Kasus Anies Baswedan,"Desember 20, 2020",https://turnbackhoax.id/2020/12/20/salah-pemimpin-kpk-baru-diminta-memulai-penyidikan-kasus-anies-baswedan/
[SALAH] Kerumunan Gibran Bebas Hukuman karena Dilindungi Undang-Undang,"Desember 20, 2020",https://turnbackhoax.id/2020/12/20/salah-kerumunan-gibran-bebas-hukuman-karena-dilindungi-undang-undang/
[SALAH] Foto Christiano Ronaldo dengan Produk Insto,"Desember 20, 2020",https://turnbackhoax.id/2020/12/20/salah-foto-christiano-ronaldo-dengan-produk-insto/
"[SALAH] “Gunakan Syal Oranye, Rombongan Umroh Dilempari Batu Karena Dikira Jakmania”","Desember 20, 2020",https://turnbackhoax.id/2020/12/20/salah-gunakan-syal-oranye-rombongan-umroh-dilempari-batu-karena-dikira-jakmania/
[SALAH] “kapolda metro jaya fadil di nonaktifkan”,"Desember 20, 2020",https://turnbackhoax.id/2020/12/20/salah-kapolda-metro-jaya-fadil-di-nonaktifkan/
[SALAH] Foto Polisi dengan Luka Bacok,"Desember 20, 2020",https://turnbackhoax.id/2020/12/20/salah-foto-polisi-dengan-luka-bacok/
[SALAH] Susi Pudjiastuti Akan Deklarasi Partai Humanis Indonesia,"Desember 20, 2020",https://turnbackhoax.id/2020/12/20/salah-susi-pudjiastuti-akan-deklarasi-partai-humanis-indonesia/
"[SALAH] Video Perawat Pingsan Setelah Mendapat Vaksin Covid-19, Potensi Genosida Massal","Desember 20, 2020",https://turnbackhoax.id/2020/12/20/salah-video-perawat-pingsan-setelah-mendapat-vaksin-covid-19-potensi-genosida-massal/
[SALAH] Kebijakan Lockdown dan Menjaga Jarak Merupakan Strategi untuk Mencegah Revolusi,"Desember 20, 2020",https://turnbackhoax.id/2020/12/20/salah-kebijakan-lockdown-dan-menjaga-jarak-merupakan-strategi-untuk-mencegah-revolusi/
[SALAH] Foto Bupati Gowa dengan Narasi Lockdown Tanggal 19-27 Desember,"Desember 20, 2020",https://turnbackhoax.id/2020/12/20/salah-foto-bupati-gowa-dengan-narasi-lockdown-tanggal-19-27-desember/
[SALAH] Foto “Jumat Barokah… Sebelum Jihad Malakin Dulu”,"Desember 19, 2020",https://turnbackhoax.id/2020/12/19/salah-foto-jumat-barokah-sebelum-jihad-malakin-dulu/
[SALAH] Cristiano Ronaldo Masuk Islam pada 8 Desember 2020,"Desember 19, 2020",https://turnbackhoax.id/2020/12/19/salah-cristiano-ronaldo-masuk-islam-pada-8-desember-2020/
[SALAH] Kecelakaan Kendaraan Pickup di Lampung,"Desember 19, 2020",https://turnbackhoax.id/2020/12/19/salah-kecelakaan-kendaraan-pickup-di-lampung/
[SALAH] Vaksin yang disimpan -80 Derajat Bukanlah Vaksin Melainkan Agen Transfeksi yang Dapat Memanipulasi Genetika Manusia,"Desember 18, 2020",https://turnbackhoax.id/2020/12/18/salah-vaksin-yang-disimpan-80-derajat-bukanlah-vaksin-melainkan-agen-transfeksi-yang-dapat-memanipulasi-genetika-manusia/
"[SALAH] “Gedung-Gedung pencakar langit menembus awan Dubai, UEA.”","Desember 18, 2020",https://turnbackhoax.id/2020/12/18/salah-gedung-gedung-pencakar-langit-menembus-awan-dubai-uea/
[SALAH] Singapura Membuka Vaccine Tourism dan Melakukan Vaksinasi di Bandara Changi,"Desember 18, 2020",https://turnbackhoax.id/2020/12/18/salah-singapura-membuka-vaccine-tourism-dan-melakukan-vaksinasi-di-bandara-changi/
[SALAH] Foto Pasca-Banjir di Kulawi Pada 16 Desember 2020,"Desember 18, 2020",https://turnbackhoax.id/2020/12/18/salah-foto-pasca-banjir-di-kulawi-pada-16-desember-2020/
"[SALAH] “Rombongan Koruptor, Tak Satupun Yang Diborgol!?”","Desember 18, 2020",https://turnbackhoax.id/2020/12/18/salah-rombongan-koruptor-tak-satupun-yang-diborgol/
[SALAH] Pesan Grup WhatsApp “To Firdaus We Ascend” atau “Ke Surga Kita Pergi”,"Desember 18, 2020",https://turnbackhoax.id/2020/12/18/salah-pesan-grup-whatsapp-to-firdaus-we-ascend-atau-ke-surga-kita-pergi/
"[SALAH] Foto Joe Biden, Xi Jinping dan Kamala Harris di Cover Majalah Time","Desember 18, 2020",https://turnbackhoax.id/2020/12/18/salah-foto-joe-biden-xi-jinping-dan-kamala-harris-di-cover-majalah-time/
[SALAH] Din Syamsuddin Sampaikan Pidato Pelanggaran HAM Indonesia di Majelis PBB,"Desember 18, 2020",https://turnbackhoax.id/2020/12/18/salah-din-syamsuddin-sampaikan-pidato-pelanggaran-ham-indonesia-di-majelis-pbb/
[SALAH] “akun ormas Muhammadiyah diblokir FB”,"Desember 18, 2020",https://turnbackhoax.id/2020/12/18/salah-akun-ormas-muhammadiyah-diblokir-fb/
[SALAH] “Tulisan Boss JNE di akun instagram nya (@hannykristianto)”,"Desember 17, 2020",https://turnbackhoax.id/2020/12/17/salah-tulisan-boss-jne-di-akun-instagram-nya-hannykristianto/
[SALAH] Foto “4 Orang Alami Kelumpuhan Wajah Setelah Disuntik Vaksin Corona”,"Desember 17, 2020",https://turnbackhoax.id/2020/12/17/salah-foto-4-orang-alami-kelumpuhan-wajah-setelah-disuntik-vaksin-corona/
